Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2573","Sunflowerseed Oil","2018","2018","1000 t","57","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2573","Sunflowerseed Oil","2019","2019","1000 t","71","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2573","Sunflowerseed Oil","2020","2020","1000 t","84","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2573","Sunflowerseed Oil","2021","2021","1000 t","71","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2573","Sunflowerseed Oil","2010","2010","1000 t","73","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2573","Sunflowerseed Oil","2011","2011","1000 t","73","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2573","Sunflowerseed Oil","2012","2012","1000 t","78","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2573","Sunflowerseed Oil","2013","2013","1000 t","79","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2573","Sunflowerseed Oil","2014","2014","1000 t","105","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2573","Sunflowerseed Oil","2015","2015","1000 t","95","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2573","Sunflowerseed Oil","2016","2016","1000 t","95","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2573","Sunflowerseed Oil","2017","2017","1000 t","126","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2573","Sunflowerseed Oil","2018","2018","1000 t","108","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2573","Sunflowerseed Oil","2019","2019","1000 t","78","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2573","Sunflowerseed Oil","2020","2020","1000 t","69","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2573","Sunflowerseed Oil","2021","2021","1000 t","61","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2573","Sunflowerseed Oil","2010","2010","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2573","Sunflowerseed Oil","2011","2011","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2573","Sunflowerseed Oil","2012","2012","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2573","Sunflowerseed Oil","2013","2013","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2573","Sunflowerseed Oil","2014","2014","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2573","Sunflowerseed Oil","2015","2015","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2573","Sunflowerseed Oil","2016","2016","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2573","Sunflowerseed Oil","2017","2017","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2573","Sunflowerseed Oil","2018","2018","1000 t","3","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2573","Sunflowerseed Oil","2019","2019","1000 t","5","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2573","Sunflowerseed Oil","2020","2020","1000 t","4","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2573","Sunflowerseed Oil","2021","2021","1000 t","28","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2574","Rape and Mustard Oil","2010","2010","1000 t","15","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2574","Rape and Mustard Oil","2011","2011","1000 t","6","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2574","Rape and Mustard Oil","2012","2012","1000 t","6","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2574","Rape and Mustard Oil","2013","2013","1000 t","12","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2574","Rape and Mustard Oil","2014","2014","1000 t","9","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2574","Rape and Mustard Oil","2015","2015","1000 t","7","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2574","Rape and Mustard Oil","2016","2016","1000 t","7","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2574","Rape and Mustard Oil","2017","2017","1000 t","8","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2574","Rape and Mustard Oil","2018","2018","1000 t","6","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2574","Rape and Mustard Oil","2019","2019","1000 t","6","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2574","Rape and Mustard Oil","2020","2020","1000 t","5","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2574","Rape and Mustard Oil","2021","2021","1000 t","5","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2574","Rape and Mustard Oil","2010","2010","1000 t","5","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2574","Rape and Mustard Oil","2011","2011","1000 t","4","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2574","Rape and Mustard Oil","2012","2012","1000 t","7","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2574","Rape and Mustard Oil","2013","2013","1000 t","7","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2574","Rape and Mustard Oil","2014","2014","1000 t","4","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2574","Rape and Mustard Oil","2015","2015","1000 t","10","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2574","Rape and Mustard Oil","2016","2016","1000 t","11","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2574","Rape and Mustard Oil","2017","2017","1000 t","5","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2574","Rape and Mustard Oil","2018","2018","1000 t","9","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2574","Rape and Mustard Oil","2019","2019","1000 t","3","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2574","Rape and Mustard Oil","2020","2020","1000 t","3","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2574","Rape and Mustard Oil","2021","2021","1000 t","4","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2574","Rape and Mustard Oil","2010","2010","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2574","Rape and Mustard Oil","2011","2011","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2574","Rape and Mustard Oil","2012","2012","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2574","Rape and Mustard Oil","2013","2013","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2574","Rape and Mustard Oil","2014","2014","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2574","Rape and Mustard Oil","2015","2015","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2574","Rape and Mustard Oil","2016","2016","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2574","Rape and Mustard Oil","2017","2017","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2574","Rape and Mustard Oil","2018","2018","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2574","Rape and Mustard Oil","2019","2019","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2574","Rape and Mustard Oil","2020","2020","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2574","Rape and Mustard Oil","2021","2021","1000 t","3","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2575","Cottonseed Oil","2010","2010","1000 t","16","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2575","Cottonseed Oil","2011","2011","1000 t","15","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2575","Cottonseed Oil","2012","2012","1000 t","21","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2575","Cottonseed Oil","2013","2013","1000 t","20","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2575","Cottonseed Oil","2014","2014","1000 t","21","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2575","Cottonseed Oil","2015","2015","1000 t","13","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2575","Cottonseed Oil","2016","2016","1000 t","14","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2575","Cottonseed Oil","2017","2017","1000 t","11","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2575","Cottonseed Oil","2018","2018","1000 t","18","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2575","Cottonseed Oil","2019","2019","1000 t","23","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2575","Cottonseed Oil","2020","2020","1000 t","24","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2575","Cottonseed Oil","2021","2021","1000 t","25","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2575","Cottonseed Oil","2010","2010","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2575","Cottonseed Oil","2011","2011","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2575","Cottonseed Oil","2012","2012","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2575","Cottonseed Oil","2013","2013","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2575","Cottonseed Oil","2014","2014","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2575","Cottonseed Oil","2015","2015","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2575","Cottonseed Oil","2016","2016","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2575","Cottonseed Oil","2017","2017","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2575","Cottonseed Oil","2018","2018","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2575","Cottonseed Oil","2019","2019","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2575","Cottonseed Oil","2020","2020","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2575","Cottonseed Oil","2021","2021","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2575","Cottonseed Oil","2010","2010","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2575","Cottonseed Oil","2011","2011","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2575","Cottonseed Oil","2012","2012","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2575","Cottonseed Oil","2013","2013","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2575","Cottonseed Oil","2014","2014","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2575","Cottonseed Oil","2015","2015","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2575","Cottonseed Oil","2016","2016","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2575","Cottonseed Oil","2017","2017","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2575","Cottonseed Oil","2018","2018","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2575","Cottonseed Oil","2019","2019","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2575","Cottonseed Oil","2020","2020","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2575","Cottonseed Oil","2021","2021","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2576","Palmkernel Oil","2010","2010","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2576","Palmkernel Oil","2011","2011","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2576","Palmkernel Oil","2012","2012","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2576","Palmkernel Oil","2013","2013","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2576","Palmkernel Oil","2014","2014","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2576","Palmkernel Oil","2015","2015","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2576","Palmkernel Oil","2016","2016","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2576","Palmkernel Oil","2017","2017","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2576","Palmkernel Oil","2018","2018","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2576","Palmkernel Oil","2019","2019","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2576","Palmkernel Oil","2020","2020","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2576","Palmkernel Oil","2021","2021","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2576","Palmkernel Oil","2010","2010","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2576","Palmkernel Oil","2011","2011","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2576","Palmkernel Oil","2012","2012","1000 t","18","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2576","Palmkernel Oil","2013","2013","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2576","Palmkernel Oil","2014","2014","1000 t","10","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2576","Palmkernel Oil","2015","2015","1000 t","13","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2576","Palmkernel Oil","2016","2016","1000 t","11","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2576","Palmkernel Oil","2017","2017","1000 t","9","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2576","Palmkernel Oil","2018","2018","1000 t","9","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2576","Palmkernel Oil","2019","2019","1000 t","12","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2576","Palmkernel Oil","2020","2020","1000 t","10","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2576","Palmkernel Oil","2021","2021","1000 t","15","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2576","Palmkernel Oil","2010","2010","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2576","Palmkernel Oil","2011","2011","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2576","Palmkernel Oil","2012","2012","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2576","Palmkernel Oil","2013","2013","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2576","Palmkernel Oil","2014","2014","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2576","Palmkernel Oil","2015","2015","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2576","Palmkernel Oil","2016","2016","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2576","Palmkernel Oil","2017","2017","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2576","Palmkernel Oil","2018","2018","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2576","Palmkernel Oil","2019","2019","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2576","Palmkernel Oil","2020","2020","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2576","Palmkernel Oil","2021","2021","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2577","Palm Oil","2018","2018","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2577","Palm Oil","2010","2010","1000 t","85","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2577","Palm Oil","2011","2011","1000 t","87","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2577","Palm Oil","2012","2012","1000 t","82","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2577","Palm Oil","2013","2013","1000 t","87","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2577","Palm Oil","2014","2014","1000 t","84","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2577","Palm Oil","2015","2015","1000 t","87","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2577","Palm Oil","2016","2016","1000 t","83","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2577","Palm Oil","2017","2017","1000 t","97","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2577","Palm Oil","2018","2018","1000 t","97","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2577","Palm Oil","2019","2019","1000 t","110","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2577","Palm Oil","2020","2020","1000 t","85","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2577","Palm Oil","2021","2021","1000 t","131","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2577","Palm Oil","2010","2010","1000 t","21","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2577","Palm Oil","2011","2011","1000 t","22","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2577","Palm Oil","2012","2012","1000 t","17","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2577","Palm Oil","2013","2013","1000 t","23","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2577","Palm Oil","2014","2014","1000 t","20","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2577","Palm Oil","2015","2015","1000 t","13","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2577","Palm Oil","2016","2016","1000 t","11","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2577","Palm Oil","2017","2017","1000 t","12","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2577","Palm Oil","2018","2018","1000 t","14","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2577","Palm Oil","2019","2019","1000 t","13","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2577","Palm Oil","2020","2020","1000 t","14","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2577","Palm Oil","2021","2021","1000 t","30","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2578","Coconut Oil","2010","2010","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2578","Coconut Oil","2011","2011","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2578","Coconut Oil","2012","2012","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2578","Coconut Oil","2013","2013","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2578","Coconut Oil","2014","2014","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2578","Coconut Oil","2015","2015","1000 t","3","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2578","Coconut Oil","2016","2016","1000 t","3","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2578","Coconut Oil","2017","2017","1000 t","4","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2578","Coconut Oil","2018","2018","1000 t","5","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2578","Coconut Oil","2019","2019","1000 t","6","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2578","Coconut Oil","2020","2020","1000 t","8","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2578","Coconut Oil","2021","2021","1000 t","12","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2578","Coconut Oil","2010","2010","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2578","Coconut Oil","2011","2011","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2578","Coconut Oil","2012","2012","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2578","Coconut Oil","2013","2013","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2578","Coconut Oil","2014","2014","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2578","Coconut Oil","2015","2015","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2578","Coconut Oil","2016","2016","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2578","Coconut Oil","2017","2017","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2578","Coconut Oil","2018","2018","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2578","Coconut Oil","2019","2019","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2578","Coconut Oil","2020","2020","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5911","Export Quantity","S2578","Coconut Oil","2021","2021","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2579","Sesameseed Oil","2010","2010","1000 t","4","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2579","Sesameseed Oil","2011","2011","1000 t","3","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2579","Sesameseed Oil","2012","2012","1000 t","4","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2579","Sesameseed Oil","2013","2013","1000 t","6","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2579","Sesameseed Oil","2014","2014","1000 t","5","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2579","Sesameseed Oil","2015","2015","1000 t","5","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2579","Sesameseed Oil","2016","2016","1000 t","6","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2579","Sesameseed Oil","2017","2017","1000 t","5","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2579","Sesameseed Oil","2018","2018","1000 t","5","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2579","Sesameseed Oil","2019","2019","1000 t","5","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2579","Sesameseed Oil","2020","2020","1000 t","5","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5511","Production","S2579","Sesameseed Oil","2021","2021","1000 t","7","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2579","Sesameseed Oil","2010","2010","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2579","Sesameseed Oil","2011","2011","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2579","Sesameseed Oil","2012","2012","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2579","Sesameseed Oil","2013","2013","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2579","Sesameseed Oil","2014","2014","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2579","Sesameseed Oil","2015","2015","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2579","Sesameseed Oil","2016","2016","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2579","Sesameseed Oil","2017","2017","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2579","Sesameseed Oil","2018","2018","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","300","Greece","5611","Import Quantity","S2579","Sesameseed Oil","2019","2019","1000 t","0","I","Imputed value"
